"AveExpr"	"LogFC_RatL6"	"FDR_RatL6"	"LogFC_HumanCell"	"FDR_HumanCell"	"LogFC_mean"
"CTSH"	2.49246923847006	-4.68736531692147	1.00902076278729e-29	-2.4410948434826	9.94252187504656e-14	-7.12846016040407
"IPO7"	2.49162117465618	-2.90069491387118	2.03000923201357e-14	-2.77037630652108	2.87433684220073e-13	-5.67107122039227
"C1S1"	2.48855982072662	-2.53546014462676	1.43268444096762e-06	-1.66929925464093	0.00166494457426163	-4.20475939926769
"BOLA2B"	2.48322911131931	-2.42783810016136	4.21360295575945e-21	-1.55919299931068	7.20773813709856e-10	-3.98703109947204
"C1S"	2.47934433736949	-2.58215192696958	1.32746404298096e-06	-1.71599103698375	0.00145383202513554	-4.29814296395333
"C1R"	2.47923057451261	-3.27487762149788	2.54852413974818e-34	-3.06959824202501	9.01069754470417e-32	-6.3444758635229
"CDV3"	2.47493450456596	-2.25574696398839	1.35883673002196e-18	-3.29563430356294	4.64852114515494e-28	-5.55138126755133
"C1S2"	2.47101137898412	-2.62437224945542	1.28409836351993e-06	-1.7582113594696	0.00131351076253126	-4.38258360892502
"VTA1"	2.46997972637931	-2.81376651226172	5.03732752760038e-30	-2.07651060767601	2.21262136304974e-21	-4.89027711993773
"C1RA"	2.46909390588074	-3.31588505369047	2.23185689449043e-33	-3.1106056742176	7.29437284104399e-31	-6.42649072790807
"LURAP1L"	2.46487284184009	-3.51311391820177	1.96675557724886e-16	-1.97533142627469	1.72032347387035e-07	-5.48844534447646
"HACD1"	2.45808637197228	1.27267422841206	4.31096758939145e-09	4.16293881945199	1.68576078272742e-34	5.43561304786405
"TMEM167"	2.45633045813857	-3.63183862485123	8.35179963559076e-37	-1.84790567016315	1.27715430995956e-18	-5.47974429501438
"TMEM167A"	2.45633045813857	-3.63183862485123	8.35179963559076e-37	-1.84790567016315	1.27715430995956e-18	-5.47974429501438
"TMEM258"	2.45413182756441	-3.94436553282244	1.35103875838796e-18	-3.487374842608	9.14719162004953e-16	-7.43174037543044
"TMEM258B"	2.45413182756441	-3.94436553282244	1.35103875838796e-18	-3.487374842608	9.14719162004953e-16	-7.43174037543044
"ATP6V0B"	2.45298440645537	1.00849202335566	2.35974762711568e-06	2.40449644298883	6.22472649801958e-20	3.4129884663445
"NUCKS1"	2.45128796400119	-0.964031912023777	6.47947224082563e-13	-2.54154738940167	7.07549821205343e-37	-3.50557930142545
"TSG101"	2.44670624788755	-1.87168843446097	1.60742201828977e-05	-2.1683437942398	1.19007638313844e-06	-4.04003222870077
"GM4301"	2.44169937857543	-3.84563624728991	3.59668678502695e-05	-3.74637128748674	5.61447200512235e-05	-7.59200753477665
"GM4302"	2.44169937857543	-3.84563624728991	3.59668678502695e-05	-3.74637128748674	5.61447200512235e-05	-7.59200753477665
"GM4303"	2.44169937857543	-3.84563624728991	3.59668678502695e-05	-3.74637128748674	5.61447200512235e-05	-7.59200753477665
"GM4305"	2.44169937857543	-3.84563624728991	3.59668678502695e-05	-3.74637128748674	5.61447200512235e-05	-7.59200753477665
"GM4307"	2.44169937857543	-3.84563624728991	3.59668678502695e-05	-3.74637128748674	5.61447200512235e-05	-7.59200753477665
"GM4312"	2.44169937857543	-3.84563624728991	3.59668678502695e-05	-3.74637128748674	5.61447200512235e-05	-7.59200753477665
"TMEM64"	2.43570059689565	2.52914912489407	5.7236198157791e-13	2.23689540635781	7.93315648765174e-11	4.76604453125188
"CYFIP1"	2.43479982237708	-2.74505801473611	1.9722167279806e-20	-1.42272523171009	2.02610158075917e-08	-4.1677832464462
"PCMT1"	2.43470682658281	-1.15346084454478	2.54411520987342e-06	-1.78479205216696	2.00727201076318e-11	-2.93825289671174
"RASA1"	2.43396178007057	-2.00380763878409	2.60922048424035e-10	-1.42448345433413	3.23271648614451e-06	-3.42829109311822
"NDUFAB1"	2.42480092282336	-3.19739414384631	1.49022040705432e-11	-1.63128172077948	0.00021555724279231	-4.82867586462578
"RTCB"	2.42247043537009	-2.21537757622215	1.45541910558586e-19	-1.46126277577745	1.50654980729014e-11	-3.6766403519996
"ZFR"	2.41125196707076	-1.73431560540865	1.23526541865619e-08	-1.52701745733284	4.8645647280736e-07	-3.26133306274149
"PPP2CA"	2.40568033565006	-3.12187912331623	8.72097364273899e-14	-2.08135817769578	1.09233338033154e-07	-5.20323730101201
"NUDT21"	2.40556339626177	-1.68131290191872	1.5675699240317e-13	-1.85344127454524	5.07357885708514e-15	-3.53475417646396
"TXNDC12"	2.40256867991121	-1.51800029258048	2.64989870539858e-11	-2.23309522926336	3.13619378659776e-18	-3.75109552184384
"UBE2E1"	2.39841990596612	-3.08577247932815	1.03867375947392e-17	-2.82394796158423	4.57865795833532e-15	-5.90972044091239
"STAU1"	2.39546810664362	-0.987954234970806	0.00112961859877924	-2.66916259463497	1.95155736542139e-14	-3.65711682960578
"LAMB1"	2.39251916016793	-2.21460458256681	6.23300141633708e-13	-3.21699716884823	3.26935443548209e-20	-5.43160175141504
"B4GALT5"	2.39124396100837	-1.55523136610515	1.12266795449122e-08	-2.99029636649908	9.33522982004672e-20	-4.54552773260423
"ALYREF2"	2.387556930282	-1.51317116331091	0.00453309892119433	-1.41390620350774	0.00862596794158542	-2.92707736681865
"OLA1"	2.3853561249572	-2.8815182065528	4.32770953703864e-21	-1.30732296379163	3.03728679785695e-07	-4.18884117034443
"AKIP1"	2.37951199777349	-4.80986253998412	8.05689054316952e-42	-2.54538241093331	1.90059789383661e-23	-7.35524495091743
"SGTA"	2.37222397240013	1.41550238010819	8.23448409477021e-17	1.53051738230077	4.20628035945408e-18	2.94601976240896
"TIMMDC1"	2.3684873028429	-0.719896010405811	7.38964988586556e-06	-3.24780952462199	9.6076457553689e-35	-3.96770553502781
"BC005537"	2.36750678222371	-1.95834771934473	5.04553696855598e-06	-1.64441920794989	0.000128486834050606	-3.60276692729461
"DNAJB4"	2.35893400166343	-1.3689454557387	1.75484941204155e-10	-2.33512626406753	4.45074501756524e-19	-3.70407171980623
"WASHC5"	2.35796542042862	2.1607651022551	1.23843734740933e-11	1.98710193595617	3.28512619514762e-10	4.14786703821127
"ATF1"	2.35655577915209	-2.68808022920447	1.6540809871056e-28	-1.05330666280099	9.07745402192842e-09	-3.74138689200546
"METAP2"	2.35183014194528	-3.26326226328538	3.00965077215678e-11	-1.16909798211585	0.00999881508596027	-4.43236024540123
"PRKACA"	2.34177814094466	1.37396702753014	6.85987349891909e-07	1.8049137859418	6.60949845062195e-10	3.17888081347194
"EID1"	2.34143524099971	-1.89920995884169	2.07480364890046e-12	-1.67581810893425	3.25212685815007e-10	-3.57502806777593
"NCOA4"	2.34115029281897	-1.2783960922517	1.24391832655168e-05	-2.49176081439868	3.33754452565302e-14	-3.77015690665038
"RANBP9"	2.33573598051488	-1.52029457275455	6.51715684706412e-05	-1.42254892928244	0.000215861406004837	-2.94284350203699
"SEC11A"	2.32744082177124	-2.46911741904462	2.68887534876688e-12	-1.71160792047423	3.40979082967689e-07	-4.18072533951884
"ASNS"	2.32497641007783	2.81544488335781	5.92652853274498e-17	2.24091761615101	2.51434072135639e-12	5.05636249950882
"NOP53"	2.32334559384618	-1.3425156194916	8.41191024292582e-16	-1.49302027748918	1.21307693362855e-17	-2.83553589698078
"LAMB2"	2.32224167176518	-1.36217831250982	4.88567029653563e-20	-2.07123306447938	1.18838005530528e-30	-3.43341137698921
"PRDX4"	2.32144836444325	-3.41885319804639	4.88585527422771e-23	-1.97097640839388	2.54701455657137e-11	-5.38982960644027
"GLIPR1"	2.31888045274807	-4.14264155001672	1.64761600054235e-35	-5.36858252567355	7.8405370939851e-43	-9.51122407569028
"NDUFS8"	2.30746483768766	1.31615062323346	1.49706970852939e-18	2.38499100773371	2.42709371961939e-33	3.70114163096717
"GINM1"	2.30484218817763	-1.75342958364245	2.98504992710748e-18	-1.4862877005426	7.23739544484047e-15	-3.23971728418505
"PIN1"	2.30432158425756	-3.03564012512981	5.50274904691829e-21	-0.752374264581429	0.0036803646760054	-3.78801438971124
"EIF4A2"	2.30330688185969	1.10062960494958	0.00167182105835152	3.79670721061784	1.90099414748307e-18	4.89733681556742
"RBM39"	2.30314486847947	-2.26957764429055	3.20684793941418e-13	-2.21148495265401	8.79909977054732e-13	-4.48106259694455
"CLMP"	2.30149953848873	-2.57135051587785	1.6380544801071e-22	-2.97374743801986	8.84063413806098e-26	-5.54509795389771
"NSMCE1"	2.30075095053855	-1.18998404859924	3.94921271118316e-07	-1.72631514538499	9.65381417861642e-12	-2.91629919398423
"SRSF1"	2.28003888778737	-1.71988407132094	5.26733761517286e-07	-2.49059727984868	9.26118692725289e-12	-4.21048135116962
"ZYX"	2.27946240246864	3.93039902732609	2.16099963822636e-31	1.5013946033111	3.08914408891106e-10	5.43179363063719
"TRA2B"	2.27830853011497	-3.18266662178633	3.60816898431985e-29	-1.11009116739764	1.09958089366401e-07	-4.29275778918396
"JUND"	2.27795720187499	2.5769110856714	3.18925560844709e-29	3.49182386503492	7.17817049140348e-38	6.06873495070632
"MAP1LC3A"	2.27194874830572	1.00107779335509	5.04172509425292e-05	3.06444093529236	5.88312015928532e-22	4.06551872864745
"UCHL3"	2.26915083464221	-2.97569697352251	3.1331486364406e-30	-2.77678979244758	5.97069116905794e-28	-5.75248676597009
"PSAT1"	2.26732522916835	2.81573397831893	6.53960076199356e-09	1.21499628965415	0.00865533039826046	4.03073026797308
"AC073610.2"	2.26702492709861	-0.732056087092402	5.69247992332804e-10	-2.87702092710151	1.46512106975803e-40	-3.60907701419392
"POLR2E"	2.26437054749722	-1.76695071813885	1.94608831461971e-15	-1.6878520605994	3.21257310904491e-14	-3.45480277873825
"AABR07044940.1"	2.2623461889345	-2.91731654710676	3.71744508848314e-27	-0.972248784455595	2.49972014548283e-06	-3.88956533156235
"MAP7D1"	2.26223089963871	1.80159468192377	5.52970349507508e-15	1.49446902296195	2.02468354044523e-11	3.29606370488572
"RRM2B"	2.26197152822442	6.160361893992	3.54166101173107e-16	0.738237384558559	0.00410038041440386	6.89859927855056
"GM16381"	2.26094080663163	-4.21942803403122	9.66965040402079e-18	-4.95672323766322	5.58424582548251e-21	-9.17615127169444
"GM2001"	2.26094080663163	-4.21942803403122	9.66965040402079e-18	-4.95672323766322	5.58424582548251e-21	-9.17615127169444
"THY1"	2.25978258947493	-5.41140910125322	5.63474233061061e-35	-4.0414984908794	6.09699339810809e-26	-9.45290759213262
"WTAP"	2.25476930291448	-1.93378206761839	2.15120689803624e-08	-1.91346111455797	4.44748227880168e-08	-3.84724318217636
"DBN1"	2.25432565320058	-2.14347974833497	2.87092429737745e-11	-1.79364560258832	1.38886506243544e-08	-3.93712535092329
"AABR07005040.1"	2.25087111227399	1.45015904309211	0.0318908991101763	1.73328735967989	1.59260621588057e-07	3.18344640277201
"LPAR1"	2.25065342897691	-1.733792276453	1.34601685540646e-15	-1.31145899595695	5.92047056377609e-10	-3.04525127240995
"LTBP3"	2.23598577128072	1.67928169888617	9.91383970049457e-06	2.1353617783372	6.76278104646595e-08	3.81464347722337
"HAX1"	2.23479651881656	3.13985165836042	4.03280775482466e-07	1.92709246231252	1.33330118488351e-10	5.06694412067294
"TKT"	2.22871406828047	-2.16842467895487	1.33143073126656e-17	-1.61158285865574	1.05959973255559e-11	-3.78000753761061
"LGALS3BP"	2.2207567596419	-0.895349511174503	0.000144599101691408	-2.72129925147817	4.21576715043135e-20	-3.61664876265267
"PIN1RT1"	2.20922907498119	-5.1742401135917	8.7074725972637e-42	-2.89097425304332	2.15738569987162e-25	-8.06521436663502
"DHCR24"	2.20661164786762	-0.890052421633138	0.016355328978372	-2.37755814868509	3.97888955289002e-09	-3.26761057031823
"ITGA6"	2.20257124010578	-1.98795362118651	5.25147663729015e-08	-3.88882273389944	4.18472444242521e-19	-5.87677635508595
"ARPP19"	2.18821049549829	-2.19596361793579	3.26100862851679e-12	-1.63154126896843	4.1500540883404e-08	-3.82750488690422
"CDC42"	2.18261856380252	1.19914382815967	1.86034520239612e-05	2.20283531673138	1.57429118307375e-12	3.40197914489105
"PPFIBP1"	2.17548649714075	-2.94983531376701	2.33052829196126e-14	-0.766162491575282	0.0224285401350392	-3.71599780534229
"RCN2"	2.17398906742934	-2.81045976523757	5.64500239801215e-40	-2.23339252085112	3.27835843169517e-32	-5.04385228608869
"HAT1"	2.17182588392984	-2.53259857595154	1.50432136786888e-19	-1.72035362015743	1.19550623181530e-11	-4.25295219610897
"CACNG1"	2.16966203940457	1.7892008295973	4.22404664111671e-07	2.43886264966673	9.71066868770574e-11	4.22806347926403
"SERPINE2"	2.16693059852195	-0.681201621250558	0.0452259819777003	-4.46389197740387	5.442483290262e-23	-5.14509359865443
"LYPLA1"	2.16510564815329	-2.52147155243815	1.17398534258904e-13	-1.26277507125637	4.42468764389604e-05	-3.78424662369452
"UBE2D1"	2.16210534030755	1.70561057647789	1.60994384203762e-14	1.8085060057595	2.31275221219441e-15	3.51411658223739
"FUS"	2.14754551343312	-4.62777501938347	8.61364120293973e-23	-2.87006824271007	2.45079107485955e-12	-7.49784326209354
"THOC7"	2.14549126668715	-3.89609597324341	3.17233071868236e-24	-1.76053429255933	1.36669163307725e-08	-5.65663026580273
"SRSF3"	2.14528090746694	-1.3295661749743	1.68363967934098e-08	-1.63635881717465	4.14438988820987e-11	-2.96592499214895
"CETN2"	2.14257766887394	-1.22034980680136	1.03743185970194e-06	-1.78542106938454	3.2993980279513e-11	-3.0057708761859
"ZCRB1"	2.13949831286763	-1.38629734253874	1.6954582267702e-08	-2.30876305675917	1.57589321013308e-16	-3.6950603992979
"DECR1"	2.13757848663727	-2.38385041305657	2.27423564085576e-15	-2.23209544976352	2.27116649613173e-13	-4.61594586282009
"TWSG1"	2.13696922870794	-1.66475915449522	8.99992669391708e-15	-1.37638745414771	1.67610025092917e-11	-3.04114660864293
"RGD1308134"	2.13241205817402	-1.88926306855339	7.07941369883314e-35	-2.75339980892866	2.46605860327414e-46	-4.64266287748205
"ZC3H15"	2.12863502196917	-1.23261111119774	0.001059189290882	-1.69265926848193	1.37079045370423e-05	-2.92527037967967
"SRSF11"	2.12858823633801	-1.17826370326623	3.07564057812644e-11	-2.41854336965033	2.09306345628055e-26	-3.59680707291655
"HIGD1A"	2.1210132552595	-2.43177403294221	9.76411544666943e-14	-2.66959938741113	3.6756016635907e-15	-5.10137342035335
"CDH11"	2.12070057580599	-1.83903076560614	0.000471659258412583	-3.02838035080115	5.76670196185164e-08	-4.86741111640729
"RGMB"	2.12048210999223	-1.84835670118955	7.3782228756373e-09	-1.42292258959485	3.61477376231885e-06	-3.2712792907844
"SLC20A1"	2.11865323135797	-2.23268139237201	3.44524635912559e-16	-2.32984460060352	1.06318923938134e-16	-4.56252599297554
"HEBP1"	2.1092362996313	-1.3719997667205	1.09021946457097e-14	-2.01256989430074	7.91948895254344e-23	-3.38456966102123
"TWF1"	2.10767573792489	-1.84670818659241	3.18584396842016e-05	-1.49233232596423	0.000790056608466855	-3.33904051255664
"SMC3"	2.09856962558512	-2.82056769068684	1.09414047657639e-23	-0.832750647022029	0.000139410767815454	-3.65331833770886
"DHX29"	2.0955211637091	-2.04858070675152	1.65863128024477e-19	-1.84577887302711	2.77671856981154e-17	-3.89435957977863
"TMEM259"	2.09256082060393	2.29976860908199	5.68478627838087e-10	1.72124279742701	1.83003983810738e-06	4.02101140650901
"ACADM"	2.09216258980888	1.31330599846952	4.7754291036263e-10	1.59172179656813	8.9209541892339e-13	2.90502779503765
"LDHB"	2.08473263001248	-0.8741022245518	3.56448428394672e-05	-4.93646685135368	2.64014681076412e-40	-5.81056907590548
"MUSTN1"	2.08162412841945	2.23326570682128	8.10366750379639e-09	3.93928738998793	4.01634686722629e-18	6.17255309680921
"UCHL4"	2.07738169022795	-4.02403496298712	2.07560399974303e-43	-3.82512778191219	2.4654388742247e-41	-7.8491627448993
"EIF4EBP2"	2.07666511531742	-0.975686757314031	1.48390546458419e-05	-2.72573940011617	1.80117956232799e-21	-3.7014261574302
"AKIRIN2"	2.07644054509794	2.25884045186163	1.10672529045369e-19	2.51625773787007	7.84784957676906e-22	4.7750981897317
"CSNK2A2"	2.0752639000187	-1.49996990433697	2.545138170241e-10	-2.39516839857378	1.35891916846167e-18	-3.89513830291074
"GLB1"	2.07440502061018	-1.94374445993273	3.37771901684582e-25	-1.87107140265484	1.08543884367259e-23	-3.81481586258757
"HSPB6"	2.07340729989129	-0.895285142897869	0.00420000210964637	-2.3489933382687	2.32186301752930e-11	-3.24427848116657
"SRL"	2.07253734090888	2.94254518259999	3.71547898902363e-11	3.77254014222642	2.32813829536202e-15	6.7150853248264
"WAC"	2.06970683384946	-1.28343030786664	6.66397124306326e-06	-2.50187547646405	7.9829755003987e-15	-3.78530578433069
"RGD1560917"	2.06748979481831	-2.27552312946861	3.25669213164352e-26	-1.24936128629216	6.528172078233e-13	-3.52488441576077
"MFSD14A"	2.06414806114301	-1.31798058011502	3.8261433280248e-06	-2.15383947255187	5.62664964986507e-12	-3.47182005266689
"AABR07052585.2"	2.0587226057644	-1.29696709305475	0.0266948377648217	-2.94353152962944	1.1921336852679e-06	-4.24049862268419
"TTN"	2.0587226057644	-1.29696709305475	0.0266948377648217	-2.94353152962944	1.1921336852679e-06	-4.24049862268419
"VAPA"	2.05361046325565	2.95582487250469	1.98966135084523e-27	3.11623502065142	2.17933236457384e-28	6.0720598931561
"ILF2"	2.04826486449673	-0.683360846391125	0.0136706299414445	-3.6682357754022	3.73595508287593e-23	-4.35159662179333
"TARDBP"	2.04712825702759	-2.66251412372225	1.61837877060684e-15	-0.877680411603537	0.00259340393149532	-3.54019453532579
"CSL"	2.0457194392477	-4.31356017549223	5.01539470230995e-53	-5.93883222478434	6.26875486480077e-63	-10.2523924002766
"NOL7"	2.04468873883398	-3.25540770977384	1.18131934040508e-23	-2.08489687504798	1.83263930992992e-13	-5.34030458482182
"MYOZ2"	2.04421572189319	2.27825520222911	6.62475243423504e-09	2.119338524597	6.53481051434358e-08	4.39759372682611
"SHOC2"	2.03647247360533	-1.5400098179672	5.39095427196459e-05	-2.57031589105858	2.72920285426003e-10	-4.11032570902578
"UFM1"	2.03641440151385	-2.39571346083964	4.582044764297e-37	-1.90925267654194	1.25207675468371e-29	-4.30496613738158
"MOB4"	2.03476416599385	1.69679307712462	2.76914512447122e-08	1.26185260727778	2.24083667177161e-05	2.9586456844024
"RIN2"	2.03329641150581	-1.76475760760552	1.19385446263576e-11	-1.64132247348551	2.66001712772292e-10	-3.40608008109104
"PCDH18"	2.0307054451235	-3.31003923847593	5.1548555624342e-20	-4.04963540397252	1.67974440591855e-24	-7.35967464244845
"EIF2AK1"	2.03026684392616	-1.95444046397149	7.28803825589831e-13	-1.87369942732806	7.08311738215431e-12	-3.82813989129955
"SPATS2L"	2.02864497016482	-4.64694156415336	1.01183703121567e-20	-4.96130227046522	4.58619049416995e-21	-9.60824383461858
"SYAP1"	2.02567492848904	1.57163284890859	1.96990635926165e-12	1.38074656187404	2.86986664962648e-10	2.95237941078264
"ABHD4"	2.01918352659534	2.74319733774379	1.37866519380377e-12	1.81544814171371	5.171322824926e-07	4.55864547945749
"KTN1"	2.01870909904634	-3.63455272551428	1.82817835661635e-21	-2.90713964039243	1.80642917428059e-16	-6.54169236590671
"SRPX"	2.0173095346931	-5.2865290417572	2.64350059112079e-52	-6.11657010936614	1.02108836623847e-56	-11.4030991511233
"MPC2"	2.01581804705535	-2.73100057539286	5.40392238546996e-32	-1.8364076078264	9.72125675582961e-21	-4.56740818321926
"UBL5"	2.01508690752236	-1.68436948226286	2.46581940823407e-06	-2.42166468589486	2.40966532260458e-10	-4.10603416815772
"MGST1"	2.00844994336748	-1.37992424353017	8.7172720986766e-05	-2.60295262092785	1.96905651496855e-11	-3.98287686445803
"ALDH9A1"	2.00789098025833	-2.72117058029143	1.10951838752471e-15	-1.94972722856858	8.58440731755818e-10	-4.67089780886001
"UBE2E3"	2.00736196054802	-3.45272996507128	1.11985093666898e-18	-2.18890800997209	4.74146935162998e-10	-5.64163797504337
"CAND1"	2.00456607318375	-3.52317146488837	6.28725337417367e-28	-1.10529838027294	3.25894446902723e-06	-4.62846984516131
"CPQ"	2.00241550341946	-3.00766455688487	3.39758154433641e-21	-1.41553062024088	1.11202241701506e-07	-4.42319517712575
"PDGFC"	2.00005901653139	1.7717942957082	2.60960648854621e-14	1.39327567890081	3.07976295263611e-10	3.16506997460902
"AGFG1"	1.99731740501656	-1.26368699362419	0.000465882191580931	-3.01878381075274	1.43773913331516e-13	-4.28247080437693
