"AveExpr"	"LogFC_RatL6"	"FDR_RatL6"	"LogFC_HumanCell"	"FDR_HumanCell"	"LogFC_mean"
"CYP39A1"	-1.81770994129801	2.5922869511759	2.18582014382763e-21	3.15563586267456	3.66710712464145e-26	5.74792281385046
"BTBD11"	-1.82002675309372	2.82343874819027	1.60223355575635e-17	3.20176119606306	5.97536336582885e-20	6.02519994425333
"ACSL6"	-1.82091541980412	4.06850862442347	8.28998517645627e-29	4.34655795955358	3.40835266174992e-29	8.41506658397705
"BLNK"	-1.82309561114603	1.97012026768118	5.79443477099261e-16	2.44509497249143	1.13707904562851e-20	4.41521524017261
"AABR07004100.1"	-1.83104115052684	1.5267935118733	2.53104776163185e-13	1.6806809708042	4.8365726029222e-15	3.2074744826775
"OTUD7A"	-1.83104115052684	1.5267935118733	2.53104776163185e-13	1.6806809708042	4.8365726029222e-15	3.2074744826775
"INAVA"	-1.83757767052825	1.94817599381353	4.83155543699386e-25	1.42270168029147	2.19540233162301e-17	3.37087767410501
"CA2"	-1.83895230367157	2.20425514626515	3.9662913822763e-27	2.33400294715455	1.17118631928131e-28	4.5382580934197
"CAR2"	-1.83895230367157	2.20425514626515	3.9662913822763e-27	2.33400294715455	1.17118631928131e-28	4.5382580934197
"GCNT3"	-1.84095476940595	-2.02333989719862	1.11616549378688e-30	-0.997153472977807	2.39822803350122e-14	-3.02049337017642
"TAL1"	-1.84421718900617	-1.81158236516324	2.2054690126912e-21	-1.19653102293646	7.8856642434128e-13	-3.00811338809969
"PLA2G1B"	-1.84871897827313	1.60740271607266	7.91232561274494e-05	1.47898434516189	0.000319962972582415	3.08638706123455
"FMO1"	-1.85062443063806	2.09169923144192	1.21208132342533e-20	3.15663557109356	3.54936772471848e-31	5.24833480253548
"ABCG2"	-1.85355636990652	1.91488189000876	3.08526317591541e-13	1.29060452435753	1.79014384018146e-07	3.2054864143663
"GNRH1"	-1.85388060561196	2.36928139233112	3.90307055655797e-17	2.2610532790799	5.4525363151275e-16	4.63033467141102
"CDNF"	-1.85474540520939	1.70952894622781	1.83300299536161e-11	1.64252403825489	7.8113168452245e-11	3.35205298448271
"GUCA1B"	-1.85592805105284	1.4789048033383	1.73121255791573e-19	1.57731411403644	1.29116090675463e-20	3.05621891737473
"ATP6AP1L"	-1.85616521565228	-1.94154124457226	2.49825154596515e-18	-1.31180700566308	1.48957808770218e-11	-3.25334825023534
"ABO"	-1.85700967468301	-1.68792949678797	1.13694622381918e-18	-1.67638506159143	1.65496636120755e-18	-3.3643145583794
"ALOXE3"	-1.86169609816321	2.50177928012746	1.84422531929091e-17	2.24277647022159	3.04326692738439e-15	4.74455575034905
"ABCB4"	-1.86842168824729	1.4521288396648	3.09896276279214e-11	1.61903476970815	1.00416160730055e-12	3.07116360937295
"GALNT6"	-1.87067882667451	2.47660272803785	7.77783113217658e-31	1.34600673458088	2.96352908352488e-15	3.82260946261873
"MYLK2"	-1.87068717980131	2.97367466716307	1.44048170526526e-39	1.89237644158226	5.95745727336751e-27	4.86605110874534
"IL27RA"	-1.87204367219427	2.3444865486473	5.50274904691829e-21	1.49960220845136	4.97892313102267e-12	3.84408875709866
"SCNN1A"	-1.89414525451212	1.63474953387758	8.33678892325063e-22	1.27006160357021	5.45327324863859e-16	2.90481113744779
"ESR1"	-1.89578565915449	1.79712654060455	1.96088228713349e-28	1.4695304189818	1.52676147427063e-22	3.26665695958635
"LTK"	-1.89683846561818	1.70715377907536	1.17099034031714e-08	1.43538325917456	1.30073191079144e-06	3.14253703824991
"IL18"	-1.90004012055668	1.8641361286118	7.65968729687711e-09	2.43696388837011	1.60591202930072e-12	4.30110001698191
"SNAP91"	-1.90731968996868	-2.75252628867311	5.2126535729339e-30	-0.936556245061346	9.79316309137471e-08	-3.68908253373446
"GM29094"	-1.90988562113974	1.72965574321725	1.63842445360417e-15	2.54342484241964	2.71469954514883e-24	4.27308058563688
"ACVR1C"	-1.92171906979117	-1.41370027955436	1.30724786942026e-13	-1.82476838546049	1.51995799890506e-18	-3.23846866501485
"CD53"	-1.92395875436389	2.75382009357869	5.51441967814108e-18	3.11999862931301	8.37916987638112e-21	5.8738187228917
"NOX4"	-1.92613320023841	2.80132784715951	5.35152544562733e-20	0.740044559038437	0.00182096964404399	3.54137240619795
"AKR1B7"	-1.93064252024358	3.64803759785516	4.77517658680227e-20	1.9360862132464	8.35137620131275e-09	5.58412381110156
"RNF128"	-1.9431147527488	3.71260597859452	6.78881145606132e-29	2.18505859060649	1.92477143505752e-16	5.89766456920101
"CD3E"	-1.94597481993112	1.55385232964694	9.74103707371166e-09	2.03548750310452	1.12677275909398e-12	3.58933983275146
"SLC37A2"	-1.9475102492443	1.75654164731135	4.7549332106935e-16	1.47745574064092	6.30108784473539e-13	3.23399738795227
"TULP1"	-1.94806868060811	2.43547717994184	1.35740517832539e-19	1.01349880980148	7.3050856157155e-06	3.44897598974332
"TMC8"	-1.95121837777926	3.26885705687145	2.553841092348e-28	1.21021550582131	9.74135908346699e-09	4.47907256269276
"NCKAP1L"	-1.9603898808612	1.45290984067272	8.06679838157952e-23	2.46517971521938	1.00793212182141e-37	3.9180895558921
"HEPH"	-1.96230326093007	-1.12263788780734	6.70531663543036e-07	-2.93380244926032	7.88322404874083e-24	-4.05644033706766
"CNR1"	-1.96385045588811	1.32302743571493	4.620959103115e-06	2.12814965659206	8.27413989299329e-12	3.45117709230699
"TRIM9"	-1.96746587954582	-1.85053306297545	4.78783517383914e-20	-1.37119561277486	5.04653038767653e-14	-3.22172867575031
"CA6"	-1.97927422274716	3.0974045812519	1.41918319959743e-24	2.92828684412488	1.21770301599441e-22	6.02569142537678
"CAR6"	-1.97927422274716	3.0974045812519	1.41918319959743e-24	2.92828684412488	1.21770301599441e-22	6.02569142537678
"IL12A"	-1.98196973042776	2.41730889837839	1.93332387225253e-18	2.40825757674915	2.45224518830323e-18	4.82556647512753
"CRYGN"	-1.99020167425065	-1.07281539892673	2.51802285483052e-13	-2.17539194046164	4.68856255442924e-29	-3.24820733938836
"PRKG2"	-1.99257471527586	4.05121907837281	2.74910013303886e-25	3.66103482400796	1.14268886884706e-22	7.71225390238078
"PLEKHB1"	-1.9935928710096	2.10336801464983	5.50215431742972e-24	1.42808367248346	4.11999214246819e-15	3.53145168713328
"KRTCAP3"	-2.00206177408495	2.69208145129791	2.50208203411173e-28	0.870725703516582	5.89407393920856e-07	3.56280715481449
"ILDR2"	-2.00896546783609	2.18631030295741	7.17322666893771e-31	1.38898628978952	1.4331374426631e-19	3.57529659274693
"CXCL3"	-2.01994332121808	-2.43093231531756	2.31998718268713e-15	-2.28184434140266	6.18442298654959e-14	-4.71277665672023
"PON3"	-2.03157209582812	1.56247122104654	1.55334636426592e-12	2.38581344374611	3.68750205583142e-21	3.94828466479265
"LAMP3"	-2.03314218337293	5.53797566429886	1.05331146447062e-19	3.30257353075481	2.39167838501837e-10	8.84054919505368
"SIX6"	-2.03320337106014	-1.21612629833338	4.33535344664835e-10	-1.82416823898055	5.71218142002753e-17	-3.04029453731393
"APLNR"	-2.0444316896923	1.56847241940326	1.08377635234807e-13	1.78181752765313	8.70615192289673e-16	3.35028994705639
"CHST1"	-2.04877341152507	4.21815859865125	2.77712589619489e-36	2.19705077036486	7.90840919050577e-19	6.41520936901611
"SLA"	-2.05185966555641	1.88996123888764	2.26237157590646e-26	1.72208866683176	6.6567272492755e-23	3.61204990571939
"CCDC113"	-2.05317850596436	-1.55414147545043	4.02691612247245e-11	-2.9915152147859	3.42732758250777e-24	-4.54565669023633
"BIK"	-2.06202417491473	1.98902676911968	8.14138944285498e-24	1.54400193017525	2.33364760170773e-17	3.53302869929493
"ABCA4"	-2.06795247318648	1.51026046954141	1.89121323862721e-19	1.32555331351654	1.29805460563259e-16	2.83581378305795
"HRH2"	-2.07902500391545	2.4293123060814	2.92622643590004e-37	1.48948059656323	2.07171752689748e-23	3.91879290264463
"P2RX7"	-2.08045685956816	2.96871191152319	1.182974253267e-48	2.34820365261486	4.5780270577637e-41	5.31691556413805
"FBP2"	-2.08247734626646	1.35789181023716	7.45455512086791e-16	1.66324417913711	3.14297165811685e-20	3.02113598937427
"GM14851"	-2.086958693656	1.35917711037713	2.51946279753096e-12	1.95886841738874	4.10261216481354e-19	3.31804552776587
"CD37"	-2.09705422392223	2.60438784381159	1.4983720175771e-21	1.39590856269163	9.41853350476278e-10	4.00029640650322
"CD80"	-2.1062894908208	2.36621486687727	9.56991751570838e-12	3.50802730186128	2.41291731418592e-19	5.87424216873855
"TSGA10"	-2.10861230071923	1.37478300365192	2.54399867680132e-15	2.08527986976644	2.82822221572697e-24	3.46006287341836
"ALX1"	-2.11027837752812	-1.44674861886482	4.90291148758412e-11	-1.97832209795812	1.91236000259687e-16	-3.42507071682294
"GHSR"	-2.11060221555577	-1.70933391891699	1.32755045187481e-26	-1.49212278752031	3.43980870042381e-23	-3.2014567064373
"PLAC8"	-2.11627534400325	1.46826952703908	2.79393554763328e-12	1.8619984052644	1.11241224220194e-16	3.33026793230348
"FCGR3B"	-2.11872454072899	1.37594337853478	4.37842672776925e-23	2.19219193636215	2.20839793120592e-35	3.56813531489693
"LBP"	-2.12082469585785	2.55906752552284	2.18190849919623e-24	2.0630126582212	3.88627028679362e-19	4.62208018374404
"APBB1IP"	-2.12276139765528	2.68614879215648	1.02042248438352e-20	1.21881413622001	2.39115677252591e-07	3.9049629283765
"SH3GL3"	-2.12498648341459	2.20257595388744	2.89886131371758e-27	2.72040171933374	3.22081161402502e-33	4.92297767322118
"COL9A1"	-2.12716151626299	2.67933015893828	2.19496410531551e-18	1.81282202267009	8.39593490040128e-11	4.49215218160837
"SOWAHA"	-2.1369399303002	-1.97886197045386	4.35875480538882e-09	-1.67367366862576	5.33578245805026e-07	-3.65253563907962
"RND1"	-2.14061714159483	2.03756873324047	4.38562285295909e-27	1.86360866653068	8.80958753609108e-25	3.90117739977115
"FCGR3A"	-2.14519346490798	1.37594337853478	2.05455882005089e-25	2.25753709292902	5.6821258833745e-39	3.63348047146379
"FCGR4"	-2.14519346490798	1.37594337853478	2.05455882005089e-25	2.25753709292902	5.6821258833745e-39	3.63348047146379
"SOX21"	-2.14561234811735	2.17926462378075	2.15448818577178e-20	0.928962982530688	8.64501941364806e-07	3.10822760631143
"MARCH11"	-2.15009405700955	3.23897724189551	2.74585432359415e-46	3.89569340145448	8.86651465633446e-52	7.13467064334998
"CCL7"	-2.15101306612212	2.18889746065053	1.37985938281482e-14	2.09016492603293	9.6302749285898e-14	4.27906238668345
"CLIC5"	-2.15936018289339	2.4074216774144	4.87522566427879e-25	2.77197262462181	2.38418317287335e-28	5.17939430203622
"SPINK4"	-2.16191729964703	2.44464410024233	4.91530772935658e-24	1.97256362515565	2.23996141693483e-18	4.41720772539798
"SCTR"	-2.17212127584445	1.85909161797682	5.73831069438138e-20	1.37731889126087	5.86920687761917e-14	3.23641050923769
"RIPK4"	-2.17390258602483	-1.58637201447393	4.89403069867936e-24	-2.02279878784625	2.87891768712548e-30	-3.60917080232018
"BCL2A1C"	-2.18933105668056	1.41432942916429	9.66722240713165e-09	2.22809852836669	9.63512178744209e-16	3.64242795753098
"SLC1A6"	-2.19470580393808	1.87158173731102	7.90729614584641e-16	1.63813157049631	1.21554644042052e-12	3.50971330780733
"APOBEC1"	-2.19681069412	2.70353509273929	9.50745499637722e-49	2.86570994110937	5.0467919142007e-50	5.56924503384865
"TAGAP"	-2.2064564232952	3.36018147266485	1.00444561206021e-31	3.29963391686427	3.60989479462107e-31	6.65981538952912
"ACPP"	-2.21666025776881	1.56757523879433	1.41951521245614e-24	2.10116043419126	2.83555310944323e-32	3.66873567298559
"UNC5C"	-2.24690304096586	2.69353867426643	1.80104282834458e-29	2.66234987577333	4.21335066529273e-29	5.35588855003976
"SLC5A11"	-2.2527475578138	2.36934126250691	1.86447132314834e-16	1.3261648407073	1.5832701239561e-07	3.69550610321421
"TAGAP1"	-2.25706068029905	3.99611489857038	4.42426204829224e-52	3.9355673427698	1.56946923686484e-51	7.93168224134018
"ANO9"	-2.25897768966266	-1.25154141221849	1.71966748895718e-17	-1.86983317593901	7.42124613877823e-27	-3.12137458815751
"AABR07058998.1"	-2.29811912258195	-1.38123140823225	5.62271346598434e-08	-1.50019896888482	5.87210817902317e-09	-2.88143037711707
"CNPY1"	-2.29811912258195	-1.38123140823225	5.62271346598434e-08	-1.50019896888482	5.87210817902317e-09	-2.88143037711707
"MS4A8"	-2.30041845007651	1.37397957998184	6.5666221033328e-22	1.83437499312116	3.93403380207094e-29	3.208354573103
"MS4A8A"	-2.30041845007651	1.37397957998184	6.5666221033328e-22	1.83437499312116	3.93403380207094e-29	3.208354573103
"GPR12"	-2.30609372734114	2.10381724615215	1.51408270678731e-05	1.74508053617913	0.000265316774913076	3.84889778233127
"IGSF10"	-2.30886828664409	3.59796415791164	4.08561251142061e-24	3.29575638139385	4.87929856845008e-22	6.89372053930549
"GM15293"	-2.31084204083809	-2.3721353485186	1.23303925737875e-40	-1.1368662861195	3.07087032034563e-20	-3.5090016346381
"PTPN22"	-2.31420345890736	1.7352885924281	5.73692934043511e-15	2.23285822637766	2.56319363111779e-20	3.96814681880576
"TDRKH"	-2.31600403705914	2.56723383514247	2.50822566026037e-26	0.785980233788855	8.49367456014479e-06	3.35321406893132
"SLC22A12"	-2.32530857402823	3.83315855713546	1.53393245116182e-26	1.90198599528363	1.82811535315452e-11	5.73514455241908
"SERPINB12"	-2.32782823471206	-1.60349110008252	2.63149890627101e-15	-1.75291598002241	4.79694754285604e-17	-3.35640708010493
"PSG23"	-2.33886058651213	1.79336994702358	1.09983828165581e-09	1.28876307193779	5.35241987487693e-06	3.08213301896137
"TSPAN8"	-2.33952645685782	1.35371881577543	2.51291806376526e-08	2.55276150871417	6.71414579206761e-19	3.9064803244896
"CLDN2"	-2.3424932181131	1.83732344570468	1.89907072684001e-16	1.18474753035992	3.50132395334646e-09	3.0220709760646
"TMEM252"	-2.34484041290651	1.24695502426059	9.77861206022021e-14	1.86684447858913	4.82941774736551e-22	3.11379950284971
"LRRC29"	-2.3560650083079	2.74806260673534	1.20137424070892e-20	1.11296593211735	1.20502287892054e-06	3.86102853885269
"TEKT5"	-2.37330404832457	3.73074576200311	5.68010006377741e-29	3.0747049267747	5.35249978267959e-24	6.80545068877781
"GAS2"	-2.3826254736344	1.94391518045099	1.57269268396404e-13	2.14045631262387	2.53205358857963e-15	4.08437149307486
"GRM5"	-2.38424153936004	-1.90430940216409	3.29512054821435e-19	-1.74320765317455	2.49357815919724e-17	-3.64751705533864
"TAS2R14"	-2.3853639532093	-0.992526501740156	0.0202122342162322	-2.18940391819699	1.16401857493235e-06	-3.18193041993715
"PDE3B"	-2.39424968969044	4.98748635161015	1.45983100217271e-64	4.81609205249007	2.24069336293739e-63	9.80357840410022
"RNF125"	-2.41414020058776	2.49027511932243	6.78708017406085e-34	0.993491630813971	3.37223997313966e-12	3.48376675013641
"FAM124A"	-2.41455760482988	1.84827222413414	9.24285522815776e-35	1.39792849569162	1.40242175806775e-26	3.24620071982575
"CASP1"	-2.42163596122526	1.45157318870473	4.87642129397842e-09	1.52916693215746	9.75087933622445e-10	2.98074012086219
"CYP17A1"	-2.43206110596911	1.87540707934033	2.32678927535999e-16	1.73277520797363	1.88535737913725e-14	3.60818228731396
"OLIG2"	-2.43625762626308	-1.88357334870476	2.18667387423388e-22	-1.34155462803616	3.80933723011107e-15	-3.22512797674093
"INHBC"	-2.43708332882839	2.31156229801164	1.16573421291984e-16	2.05301387061481	2.42859414376645e-14	4.36457616862644
"SLCO1A4"	-2.44868304517347	1.04177109995016	3.13841153035426e-15	2.94344144928268	1.09531161904373e-41	3.98521254923285
"FAM209"	-2.47534510282695	3.01902063598786	2.48976132999877e-25	1.3643757942358	8.53845318540627e-10	4.38339643022366
"FAM209A"	-2.47534510282695	3.01902063598786	2.48976132999877e-25	1.3643757942358	8.53845318540627e-10	4.38339643022366
"SLC34A2"	-2.47611998623257	2.30764392474362	1.51636713723109e-20	1.73046746192809	1.84108808158047e-14	4.03811138667171
"CARD16"	-2.48782086262738	1.45157318870473	1.50784249910873e-08	1.70703885467565	9.83193887426821e-11	3.15861204338038
"FAM209B"	-2.50034983457329	3.01902063598786	1.12006662682034e-24	1.42610622573458	4.84008134299974e-10	4.44512686172244
"ABCG8"	-2.50046929254609	2.33970407738598	7.72912177431537e-24	1.49168835666946	3.1812485631466e-14	3.83139243405544
"NEFL"	-2.50406688785359	2.08424232430739	1.07732107353406e-09	1.13647504265759	0.000363676594991896	3.22071736696498
"KNG2"	-2.50930900224219	2.27723514997908	7.85612683433637e-20	2.41659158505091	3.29018140195524e-21	4.69382673502999
"MREG"	-2.50965156925882	2.80895210990953	3.59830438242534e-12	1.47550202766799	3.64786591188272e-05	4.28445413757752
"CDHR1"	-2.51172508393774	2.13189745375236	1.65882390968939e-19	1.58205275901979	2.61568717994918e-13	3.71395021277215
"TFCP2L1"	-2.5130461100359	2.27945816439221	3.30482570762117e-34	1.11580232888679	5.55369937099095e-16	3.395260493279
"DKK2"	-2.51369280150195	2.91328439265565	1.76511686752589e-20	1.64345275257904	7.73189039071266e-10	4.55673714523469
"RYR3"	-2.5193689182899	2.60609008812592	1.09895713606832e-29	1.49686985285102	4.30224118129377e-16	4.10295994097694
"LIX1"	-2.54962949854032	2.89414902839257	2.73869947519593e-24	3.1248941271251	7.24858430154022e-26	6.01904315551767
"ASIC2"	-2.55722739124706	1.81740306201694	1.10117006949281e-15	1.4288229477122	1.87146247700079e-11	3.24622600972914
"CXCL13"	-2.5656877741369	2.43452780463635	2.47623001285583e-16	2.10373345851312	1.48107103190642e-13	4.53826126314947
"FYB"	-2.57132650272787	2.42704915106987	7.5131890979323e-29	3.01062354209994	9.6076457553689e-35	5.43767269316981
"FYB1"	-2.57132650272787	2.42704915106987	7.5131890979323e-29	3.01062354209994	9.6076457553689e-35	5.43767269316981
"ADGRL3"	-2.57149782570785	2.33033421699183	5.63845224275363e-21	2.65703229137021	4.53686470454268e-24	4.98736650836204
"CA1"	-2.5724776346238	1.14848015246724	8.46247814524795e-17	1.85881057985127	1.4146103243941e-28	3.00729073231851
"CAR1"	-2.5724776346238	1.14848015246724	8.46247814524795e-17	1.85881057985127	1.4146103243941e-28	3.00729073231851
"KNG1"	-2.57547659176105	2.01858002731444	2.32683623095872e-16	2.15793646238628	9.50818021623241e-18	4.17651648970072
"GRID2"	-2.58334783294239	1.6508415385443	2.5377176892459e-08	1.59491775580513	9.69838394538468e-08	3.24575929434943
"CCL15-CCL14"	-2.60621582919944	2.07593206060001	1.09627789243038e-31	1.67921425125984	3.60922460546847e-25	3.75514631185985
"UPK1B"	-2.60938462228141	1.71572605506379	5.4876344101505e-24	1.81660045652034	2.23193185170873e-25	3.53232651158413
"ATOH7"	-2.62103421566158	2.22543140634383	1.03760976130969e-16	1.82156041156261	1.34884447872761e-12	4.04699181790644
"CMTM2A"	-2.6459419526895	-1.27684846291047	1.26895469823872e-17	-1.78160502481327	2.84535093815342e-25	-3.05845348772374
"CEACAM13"	-2.65453708916085	-1.50992359758577	2.90695159112235e-15	-1.52440209485974	1.9281612314568e-15	-3.03432569244551
"CCL15"	-2.664438534094	2.07593206060001	2.35229905161008e-23	2.20392938954141	1.96048028939614e-20	4.27986145014142
"CEACAM14"	-2.68164252682627	-1.65267890262363	5.17330362800652e-14	-1.6671573998976	3.56697856959153e-14	-3.31983630252122
"MUC13"	-2.68773746527397	1.41813845248557	1.08334534707035e-10	1.57967776851698	2.14987726396196e-12	2.99781622100255
"KDR"	-2.69291129154239	2.43646480225249	2.06003406515392e-34	1.76235221313717	1.3733564115753e-24	4.19881701538966
"CCL9"	-2.70664464028816	2.92520428853107	1.14749712611368e-48	2.50902135848991	6.20585790376445e-43	5.43422564702098
"IFI211"	-2.73451065016032	3.6577792595225	9.17783860554028e-22	3.43321937164489	3.12324362957776e-20	7.09099863116739
"MRGPRA6"	-2.73626855048064	-1.76771159578985	3.04804205829805e-14	-1.13191577136333	6.12228659580233e-08	-2.89962736715318
